,name,rating,review_date,reviewer,neighborhood,cuisine,review_link_1,review_link_2
472,Amma,2 star,"Dec. 3, 2003",William Grimes,Midtown East,Indian,https://www.nytimes.com/2003/12/03/dining/restaurants-the-food-of-india-from-top-to-bottom.html,https://www.nytimes.com/2003/12/03/dining/restaurants-the-food-of-india-from-top-to-bottom.html?rref=collection%2Fcollection%2Frestaurant-guide
473,Pampano,2 star,"July 16, 2003",William Grimes,Midtown East,"Mexican, Seafood",https://www.nytimes.com/2003/07/16/dining/restaurants-on-49th-street-a-cool-breeze-from-mexico.html,https://www.nytimes.com/2003/07/16/dining/restaurants-on-49th-street-a-cool-breeze-from-mexico.html?rref=collection%2Fcollection%2Frestaurant-guide
474,Nice Matin,2 star,"June 25, 2003",William Grimes,Upper West Side,"Bistros, French",https://www.nytimes.com/2003/06/25/dining/restaurants-the-light-of-nice-shines-on-the-west-side.html,https://www.nytimes.com/2003/06/25/dining/restaurants-the-light-of-nice-shines-on-the-west-side.html?rref=collection%2Fcollection%2Frestaurant-guide
475,Agave,1 star,"March 12, 2003",William Grimes,West Village,Southwestern,https://www.nytimes.com/2003/03/12/dining/restaurants-heading-out-on-a-southwestern-limb.html,https://www.nytimes.com/2003/03/12/dining/restaurants-heading-out-on-a-southwestern-limb.html?rref=collection%2Fcollection%2Frestaurant-guide
476,Otto Enoteca Pizzeria,2 star,"Feb. 26, 2003",William Grimes,Greenwich Village,"Italian, Pizza",https://www.nytimes.com/2003/02/26/dining/restaurants-a-pizzeria-where-you-can-skip-the-pizza.html,https://www.nytimes.com/2003/02/26/dining/restaurants-a-pizzeria-where-you-can-skip-the-pizza.html?rref=collection%2Fcollection%2Frestaurant-guide
477,Il Gattopardo,2 star,"Aug. 28, 2002",Eric Asimov,Midtown,Italian,https://www.nytimes.com/2002/08/28/dining/restaurants-the-cooking-of-naples-pure-and-simple.html,https://www.nytimes.com/2002/08/28/dining/restaurants-the-cooking-of-naples-pure-and-simple.html?rref=collection%2Fcollection%2Frestaurant-guide
478,MarkJoseph Steakhouse,1 star,"July 31, 2002",Eric Asimov,Financial District,Steak Houses,https://www.nytimes.com/2002/07/31/dining/restaurants-ever-see-a-porterhouse-bow-to-brooklyn.html,https://www.nytimes.com/2002/07/31/dining/restaurants-ever-see-a-porterhouse-bow-to-brooklyn.html?rref=collection%2Fcollection%2Frestaurant-guide
479,Teodora,1 star,"July 24, 2002",Eric Asimov,Midtown East,Italian,https://www.nytimes.com/2002/07/24/dining/restaurants-a-homey-greeting-with-a-pedigreed-menu.html,https://www.nytimes.com/2002/07/24/dining/restaurants-a-homey-greeting-with-a-pedigreed-menu.html?rref=collection%2Fcollection%2Frestaurant-guide
480,Molyvos,2 star,"July 17, 2002",Eric Asimov,Midtown,Greek,https://www.nytimes.com/2002/07/17/dining/restaurants-greek-fare-in-the-classic-home-tradition.html,https://www.nytimes.com/2002/07/17/dining/restaurants-greek-fare-in-the-classic-home-tradition.html?rref=collection%2Fcollection%2Frestaurant-guide
481,Patroon,1 star,"July 10, 2002",Eric Asimov,Midtown East,"New American, Steak Houses",https://www.nytimes.com/2002/07/10/dining/restaurants-after-the-cigars-a-simple-steakhouse.html,https://www.nytimes.com/2002/07/10/dining/restaurants-after-the-cigars-a-simple-steakhouse.html?rref=collection%2Fcollection%2Frestaurant-guide
482,Butter,1 star,"June 26, 2002",Eric Asimov,East Village,New American,https://www.nytimes.com/2002/06/26/dining/restaurants-a-birch-forest-and-a-foot-in-two-camps.html,https://www.nytimes.com/2002/06/26/dining/restaurants-a-birch-forest-and-a-foot-in-two-camps.html?rref=collection%2Fcollection%2Frestaurant-guide
483,Carlyle Restaurant,1 star,"May 29, 2002",William Grimes,Upper East Side,French,https://www.nytimes.com/2002/05/29/dining/restaurants-a-frump-does-something-about-it.html,https://www.nytimes.com/2002/05/29/dining/restaurants-a-frump-does-something-about-it.html?rref=collection%2Fcollection%2Frestaurant-guide
484,Jo Jo,3 star,"April 17, 2002",William Grimes,Upper East Side,French,https://www.nytimes.com/2002/04/17/dining/restaurants-a-bold-bistro-stays-the-course-gracefully.html,https://www.nytimes.com/2002/04/17/dining/restaurants-a-bold-bistro-stays-the-course-gracefully.html?rref=collection%2Fcollection%2Frestaurant-guide
485,Café Sabarsky,2 star,"April 10, 2002",William Grimes,Upper East Side,Austrian,https://www.nytimes.com/2002/04/10/dining/restaurants-where-the-end-of-the-meal-is-the-beginning.html,https://www.nytimes.com/2002/04/10/dining/restaurants-where-the-end-of-the-meal-is-the-beginning.html?rref=collection%2Fcollection%2Frestaurant-guide
486,Blue Fin,2 star,"March 6, 2002",William Grimes,Times Square Theatre District,Seafood,https://www.nytimes.com/2002/03/06/dining/restaurants-appearances-can-be-pleasantly-deceiving.html,https://www.nytimes.com/2002/03/06/dining/restaurants-appearances-can-be-pleasantly-deceiving.html?rref=collection%2Fcollection%2Frestaurant-guide
487,Osteria del Circo,1 star,"Jan. 23, 2002",William Grimes,Midtown,Italian,https://www.nytimes.com/2002/01/23/dining/restaurants-doorway-to-tuscany-by-way-of-the-circus.html,https://www.nytimes.com/2002/01/23/dining/restaurants-doorway-to-tuscany-by-way-of-the-circus.html?rref=collection%2Fcollection%2Frestaurant-guide
488,Arabelle,1 star,"Sept. 5, 2001",William Grimes,Upper East Side,French,https://www.nytimes.com/2001/09/05/dining/restaurants-parisian-elegance-on-the-upper-east-side.html,https://www.nytimes.com/2001/09/05/dining/restaurants-parisian-elegance-on-the-upper-east-side.html?rref=collection%2Fcollection%2Frestaurant-guide
489,DB Bistro Moderne,2 star,"Aug. 22, 2001",William Grimes,Midtown,French,https://www.nytimes.com/2001/08/22/dining/restaurants-midtown-playground-for-an-uptown-chef.html,https://www.nytimes.com/2001/08/22/dining/restaurants-midtown-playground-for-an-uptown-chef.html?rref=collection%2Fcollection%2Frestaurant-guide
490,Peasant,1 star,"July 11, 2001",William Grimes,Nolita,Italian,https://www.nytimes.com/2001/07/11/dining/restaurants-rustic-italian-breathlessly-translated.html,https://www.nytimes.com/2001/07/11/dining/restaurants-rustic-italian-breathlessly-translated.html?rref=collection%2Fcollection%2Frestaurant-guide
491,Triomphe,2 star,"Nov. 22, 2000",William Grimes,Midtown,"French, New American",https://www.nytimes.com/2000/11/22/dining/restaurants-favoring-a-small-and-understated-setting.html,https://www.nytimes.com/2000/11/22/dining/restaurants-favoring-a-small-and-understated-setting.html?rref=collection%2Fcollection%2Frestaurant-guide
492,Rosa Mexicano,0.75 star,"Sept. 20, 2000",William Grimes,Flatiron,Mexican,https://www.nytimes.com/2000/09/20/dining/restaurants-the-empire-that-guacamole-built.html,https://www.nytimes.com/2000/09/20/dining/restaurants-the-empire-that-guacamole-built.html?rref=collection%2Fcollection%2Frestaurant-guide
493,Brasserie 8 1/2,1 star,"Sept. 13, 2000",William Grimes,Midtown,French,https://www.nytimes.com/2000/09/13/dining/restaurants-journey-to-the-planet-brasserie.html,https://www.nytimes.com/2000/09/13/dining/restaurants-journey-to-the-planet-brasserie.html?rref=collection%2Fcollection%2Frestaurant-guide
494,Roc Restaurant,1 star,"Aug. 30, 2000",William Grimes,TriBeCa,"Italian, Seafood",https://www.nytimes.com/2000/08/30/dining/restaurants-gazetteer-of-italian-fare-with-eccentricity.html,https://www.nytimes.com/2000/08/30/dining/restaurants-gazetteer-of-italian-fare-with-eccentricity.html?rref=collection%2Fcollection%2Frestaurant-guide
495,Avra,1 star,"April 19, 2000",William Grimes,Midtown East,Greek,https://www.nytimes.com/2000/04/19/dining/restaurants-greet-your-fish-and-eat-it-too.html,https://www.nytimes.com/2000/04/19/dining/restaurants-greet-your-fish-and-eat-it-too.html?rref=collection%2Fcollection%2Frestaurant-guide
496,Brasserie,2 star,"Feb. 4, 2000",William Grimes,Midtown East,"Bistros, French",https://www.nytimes.com/2000/02/04/arts/dining-out.html,https://www.nytimes.com/2000/02/04/arts/dining-out.html?rref=collection%2Fcollection%2Frestaurant-guide
497,Scalini Fedeli,1 star,"Oct. 13, 1999",William Grimes,TriBeCa,Italian,https://www.nytimes.com/1999/10/13/dining/restaurants-in-tribeca-simplicity-and-soft-edges.html,https://www.nytimes.com/1999/10/13/dining/restaurants-in-tribeca-simplicity-and-soft-edges.html?rref=collection%2Fcollection%2Frestaurant-guide
498,Amaranth,0.5 star,"May 5, 1999",Marian Burros,Upper East Side,Mediterranean,https://www.nytimes.com/1999/05/05/dining/restaurants-a-dinner-party-among-intimate-strangers.html,https://www.nytimes.com/1999/05/05/dining/restaurants-a-dinner-party-among-intimate-strangers.html?rref=collection%2Fcollection%2Frestaurant-guide
499,I Coppi,2 star,"April 21, 1999",Frank J. Prial,East Village,Italian,https://www.nytimes.com/1999/04/21/dining/restaurants-rustic-touch-of-tuscany-in-the-east-village.html,https://www.nytimes.com/1999/04/21/dining/restaurants-rustic-touch-of-tuscany-in-the-east-village.html?rref=collection%2Fcollection%2Frestaurant-guide
500,Heartbeat,2 star,"Feb. 10, 1999",Ruth Reichl,Midtown East,New American,https://www.nytimes.com/1999/02/10/dining/restaurants-trimming-the-fat-from-power-dining.html,https://www.nytimes.com/1999/02/10/dining/restaurants-trimming-the-fat-from-power-dining.html?rref=collection%2Fcollection%2Frestaurant-guide
501,Mr. K's,1 star,"May 27, 1998",Ruth Reichl,Midtown East,Chinese,https://www.nytimes.com/1998/05/27/dining/restaurants-fancy-chinese-food-from-another-era.html,https://www.nytimes.com/1998/05/27/dining/restaurants-fancy-chinese-food-from-another-era.html?rref=collection%2Fcollection%2Frestaurant-guide
502,Chola,2 star,"April 22, 1998",Ruth Reichl,Midtown East,Indian,https://www.nytimes.com/1998/04/22/dining/restaurants-an-indian-restaurant-breaks-the-mold.html,https://www.nytimes.com/1998/04/22/dining/restaurants-an-indian-restaurant-breaks-the-mold.html?rref=collection%2Fcollection%2Frestaurant-guide
503,Sparks Steak House,1 star,"March 25, 1998",Ruth Reichl,Midtown East,Steak Houses,https://www.nytimes.com/1998/03/25/dining/restaurants-where-steak-is-both-king-and-jester.html,https://www.nytimes.com/1998/03/25/dining/restaurants-where-steak-is-both-king-and-jester.html?rref=collection%2Fcollection%2Frestaurant-guide
504,Cho Dang Gol,2 star,"March 18, 1998",Ruth Reichl,Koreatown,Korean,https://www.nytimes.com/1998/03/18/dining/restaurants-korean-cuisine-uniquely-rustic.html,https://www.nytimes.com/1998/03/18/dining/restaurants-korean-cuisine-uniquely-rustic.html?rref=collection%2Fcollection%2Frestaurant-guide
505,Il Cantinori,1 star,"Feb. 18, 1998",Ruth Reichl,Greenwich Village,Italian,https://www.nytimes.com/1998/02/18/dining/restaurants-transported-to-tuscany-occasionally.html,https://www.nytimes.com/1998/02/18/dining/restaurants-transported-to-tuscany-occasionally.html?rref=collection%2Fcollection%2Frestaurant-guide
506,Blue Ribbon Sushi,2 star,"Jan. 7, 1998",Ruth Reichl,SoHo,"Japanese, Sushi",https://www.nytimes.com/1998/01/07/dining/restaurants-sushi-for-novices-without-loss-of-face.html,https://www.nytimes.com/1998/01/07/dining/restaurants-sushi-for-novices-without-loss-of-face.html?rref=collection%2Fcollection%2Frestaurant-guide
507,Smith & Wollensky Steak House,2 star,"Dec. 24, 1997",Ruth Reichl,Midtown East,Steak Houses,https://www.nytimes.com/1997/12/24/dining/restaurants-a-steakhouse-to-end-all-arguments.html,https://www.nytimes.com/1997/12/24/dining/restaurants-a-steakhouse-to-end-all-arguments.html?rref=collection%2Fcollection%2Frestaurant-guide
508,Nick and Toni's Cafe,2 star,"Nov. 12, 1997",Ruth Reichl,Upper West Side,Mediterranean,https://www.nytimes.com/1997/11/12/dining/restaurants-hamptons-hot-spot-has-a-city-cottage.html,https://www.nytimes.com/1997/11/12/dining/restaurants-hamptons-hot-spot-has-a-city-cottage.html?rref=collection%2Fcollection%2Frestaurant-guide
509,Caviar Russe,2 star,"Oct. 29, 1997",Ruth Reichl,Midtown East,Russian,https://www.nytimes.com/1997/10/29/dining/restaurants-caviar-by-the-mother-of-pearl-spoonful.html,https://www.nytimes.com/1997/10/29/dining/restaurants-caviar-by-the-mother-of-pearl-spoonful.html?rref=collection%2Fcollection%2Frestaurant-guide
510,Il Giglio,1 star,"Oct. 22, 1997",Ruth Reichl,TriBeCa,Italian,https://www.nytimes.com/1997/10/22/dining/restaurants-where-the-show-goes-on-and-on-and.html,https://www.nytimes.com/1997/10/22/dining/restaurants-where-the-show-goes-on-and-on-and.html?rref=collection%2Fcollection%2Frestaurant-guide
511,Maya,2 star,"July 18, 1997",Ruth Reichl,Upper East Side,Mexican,https://www.nytimes.com/1997/07/18/arts/restaurants-177822.html,https://www.nytimes.com/1997/07/18/arts/restaurants-177822.html?rref=collection%2Fcollection%2Frestaurant-guide
512,Il Postino,0.75 star,"May 30, 1997",Ruth Reichl,Midtown East,Italian,https://www.nytimes.com/1997/05/30/arts/restaurants-627267.html,https://www.nytimes.com/1997/05/30/arts/restaurants-627267.html?rref=collection%2Fcollection%2Frestaurant-guide
513,Circus,2 star,"May 16, 1997",Ruth Reichl,Upper East Side,Brazilian,https://www.nytimes.com/1997/05/16/arts/restaurants-627186.html,https://www.nytimes.com/1997/05/16/arts/restaurants-627186.html?rref=collection%2Fcollection%2Frestaurant-guide
514,Redeye Grill,1 star,"March 28, 1997",Ruth Reichl,Midtown,New American,https://www.nytimes.com/1997/03/28/arts/restaurants-712086.html,https://www.nytimes.com/1997/03/28/arts/restaurants-712086.html?rref=collection%2Fcollection%2Frestaurant-guide
515,Maloney & Porcelli,1 star,"Nov. 1, 1996",Ruth Reichl,Midtown East,"Seafood, Steak Houses",https://www.nytimes.com/1996/11/01/arts/restaurants-074187.html,https://www.nytimes.com/1996/11/01/arts/restaurants-074187.html?rref=collection%2Fcollection%2Frestaurant-guide
516,Hatsuhana,2 star,"Aug. 30, 1996",Ruth Reichl,Midtown East,"Japanese, Sushi",https://www.nytimes.com/1996/08/30/arts/restaurants-095060.html,https://www.nytimes.com/1996/08/30/arts/restaurants-095060.html?rref=collection%2Fcollection%2Frestaurant-guide
517,Hakubai,2 star,"Aug. 16, 1996",Ruth Reichl,Midtown South,Japanese,https://www.nytimes.com/1996/08/16/arts/restaurants-858650.html,https://www.nytimes.com/1996/08/16/arts/restaurants-858650.html?rref=collection%2Fcollection%2Frestaurant-guide
518,Cipriani Downtown,1 star,"June 14, 1996",Ruth Reichl,SoHo,Italian,https://www.nytimes.com/1996/06/14/arts/restaurants-016330.html,https://www.nytimes.com/1996/06/14/arts/restaurants-016330.html?rref=collection%2Fcollection%2Frestaurant-guide
519,Aquagrill,2 star,"May 10, 1996",Ruth Reichl,SoHo,Seafood,https://www.nytimes.com/1996/05/10/arts/restaurants-035165.html,https://www.nytimes.com/1996/05/10/arts/restaurants-035165.html?rref=collection%2Fcollection%2Frestaurant-guide
520,Onieal's Soho,1 star,"April 19, 1996",Ruth Reichl,SoHo,New American,https://www.nytimes.com/1996/04/19/arts/restaurants-085405.html,https://www.nytimes.com/1996/04/19/arts/restaurants-085405.html?rref=collection%2Fcollection%2Frestaurant-guide
521,L'Absinthe,1 star,"Aug. 4, 1995",Ruth Reichl,Upper East Side,French,https://www.nytimes.com/1995/08/04/arts/restaurants-979795.html,https://www.nytimes.com/1995/08/04/arts/restaurants-979795.html?rref=collection%2Fcollection%2Frestaurant-guide
522,Savore,1 star,"June 2, 1995",Ruth Reichl,SoHo,Italian,https://www.nytimes.com/1995/06/02/arts/restaurants-003590.html,https://www.nytimes.com/1995/06/02/arts/restaurants-003590.html?rref=collection%2Fcollection%2Frestaurant-guide
523,San Pietro,0.75 star,"Jan. 27, 1995",Ruth Reichl,Midtown East,Italian,https://www.nytimes.com/1995/01/27/arts/restaurants-410195.html,https://www.nytimes.com/1995/01/27/arts/restaurants-410195.html?rref=collection%2Fcollection%2Frestaurant-guide
524,Gigino,1 star,"Oct. 21, 1994",Ruth Reichl,TriBeCa,Italian,https://www.nytimes.com/1994/10/21/arts/restaurants-594091.html,https://www.nytimes.com/1994/10/21/arts/restaurants-594091.html?rref=collection%2Fcollection%2Frestaurant-guide
525,Le Colonial,2 star,"April 1, 1994",Ruth Reichl,Midtown East,Vietnamese,https://www.nytimes.com/1994/04/01/arts/restaurants-640484.html,https://www.nytimes.com/1994/04/01/arts/restaurants-640484.html?rref=collection%2Fcollection%2Frestaurant-guide
526,Tang Pavilion,2 star,"March 18, 1994",Ruth Reichl,Midtown,Chinese,https://www.nytimes.com/1994/03/18/arts/restaurants-500500.html,https://www.nytimes.com/1994/03/18/arts/restaurants-500500.html?rref=collection%2Fcollection%2Frestaurant-guide
527,Kang Suh Restaurant,2 star,"Oct. 22, 1993",Ruth Reichl,Koreatown,Korean,https://www.nytimes.com/1993/10/22/arts/restaurants-351593.html,https://www.nytimes.com/1993/10/22/arts/restaurants-351593.html?rref=collection%2Fcollection%2Frestaurant-guide
528,Orso,2 star,"June 4, 1993",Bryan Miller,Clinton,Italian,https://www.nytimes.com/1993/06/04/arts/restaurants-180393.html,https://www.nytimes.com/1993/06/04/arts/restaurants-180393.html?rref=collection%2Fcollection%2Frestaurant-guide
529,Il Mulino,2 star,"June 19, 1992",Bryan Miller,Greenwich Village,Italian,https://www.nytimes.com/1992/06/19/arts/restaurants-057092.html,https://www.nytimes.com/1992/06/19/arts/restaurants-057092.html?rref=collection%2Fcollection%2Frestaurant-guide
530,Da Umberto,2 star,"Aug. 30, 1991",Bryan Miller,Chelsea,Italian,https://www.nytimes.com/1991/08/30/arts/restaurants-884791.html,https://www.nytimes.com/1991/08/30/arts/restaurants-884791.html?rref=collection%2Fcollection%2Frestaurant-guide
531,Cafe Un Deux Trois,1 star,"April 5, 1991",Bryan Miller,Times Square Theatre District,French,https://www.nytimes.com/1991/04/05/arts/restaurants-215891.html,https://www.nytimes.com/1991/04/05/arts/restaurants-215891.html?rref=collection%2Fcollection%2Frestaurant-guide
532,Les Halles,2 star,"Feb. 15, 1991",Bryan Miller,Kips Bay,French,https://www.nytimes.com/1991/02/15/arts/restaurants-922491.html,https://www.nytimes.com/1991/02/15/arts/restaurants-922491.html?rref=collection%2Fcollection%2Frestaurant-guide
533,Trattoria dell'Arte,1 star,"Jan. 20, 1989",Bryan Miller,Midtown,Italian,https://www.nytimes.com/1989/01/20/arts/restaurants-617989.html,https://www.nytimes.com/1989/01/20/arts/restaurants-617989.html?rref=collection%2Fcollection%2Frestaurant-guide
534,Victor's Cafe,1 star,"Sept. 18, 1987",Bryan Miller,Midtown,Latin American,https://www.nytimes.com/1987/09/18/arts/restaurants-461487.html,https://www.nytimes.com/1987/09/18/arts/restaurants-461487.html?rref=collection%2Fcollection%2Frestaurant-guide
535,Ambassador Grill & Lounge,1 star,"Oct. 3, 1986",Bryan Miller,Midtown East,New American,https://www.nytimes.com/1986/10/03/arts/restaurants-770086.html,https://www.nytimes.com/1986/10/03/arts/restaurants-770086.html?rref=collection%2Fcollection%2Frestaurant-guide
536,La Boite en Bois,1 star,"Sept. 27, 1985",Bryan Miller,Upper West Side,French,https://www.nytimes.com/1985/09/27/arts/restaurants-034457.html,https://www.nytimes.com/1985/09/27/arts/restaurants-034457.html?rref=collection%2Fcollection%2Frestaurant-guide
537,Gargiulo's,0.5 star,"Aug. 24, 1984",Marian Burros,Coney Island,Italian,https://www.nytimes.com/1984/08/24/arts/restaurants-rotisserie-cooking-coney-i-italian.html,https://www.nytimes.com/1984/08/24/arts/restaurants-rotisserie-cooking-coney-i-italian.html?rref=collection%2Fcollection%2Frestaurant-guide
538,Kodama Japanese Restaurant,1 star,"July 29, 1983",Mimi Sheraton,Clinton,"Japanese, Sushi",https://www.nytimes.com/1983/07/29/arts/restaurants-light-japanese-fare-for-hot-weather.html,https://www.nytimes.com/1983/07/29/arts/restaurants-light-japanese-fare-for-hot-weather.html?rref=collection%2Fcollection%2Frestaurant-guide
